source	target	number_of_paths	edge_type	edge_value	edge_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	female sterile::FBcv:0000366_has phenotype_Egfr::FlyBase:FBgn0003731	60
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	VCP::NCBIGene:7415_enables_identical protein binding::GO:0042802	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	identical protein binding::GO:0042802_enables_AQP1::NCBIGene:358	120
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE	60
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE_has phenotype_Egfr::FlyBase:FBgn0003731	60
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	Egfr::RGD:2543_None_positive regulation of fibroblast proliferation::GO:0048146	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	short lived::FBcv:0000385_has phenotype_bchs::FlyBase:FBgn0043362	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	bchs::FlyBase:FBgn0043362_in 1 to 1 orthology relationship with_WDFY3::NCBIGene:23001	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	is part of	WDFY3::NCBIGene:23001_is part of_nuclear membrane::GO:0031965	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	Jun::MGI:96646_involved in_negative regulation of apoptotic process::GO:0043066	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	short lived::FBcv:0000385_has phenotype_TER94::FlyBase:FBgn0261014	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	NGLY1::NCBIGene:55768_in 1 to 1 orthology relationship with_Ngly1::MGI:1913276	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Ngly1::MGI:1913276_has phenotype_Abnormality of cell physiology::HP:0011017	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Abnormality of cell physiology::HP:0011017_has phenotype_Traf2::MGI:101835	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	Traf2::MGI:101835_in 1 to 1 orthology relationship with_TRAF2::NCBIGene:7186	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	TRAF2::NCBIGene:7186_involved in_cellular response to nitric oxide::GO:0071732	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	cellular response to nitric oxide::GO:0071732_involved in_AQP1::NCBIGene:358	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	partially lethal - majority die::FBcv:0000352_has phenotype_RpS27A::FlyBase:FBgn0003942	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	Gsk3b::MGI:1861437_None_cellular response to mechanical stimulus::GO:0071260	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	Egfr::MGI:95294_involved in_negative regulation of apoptotic process::GO:0043066	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	Egfr::MGI:95294_enables_identical protein binding::GO:0042802	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	EGFR::NCBIGene:1956_involved in_cellular response to dexamethasone stimulus::GO:0071549	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	RPS27A::NCBIGene:6233_involved in_negative regulation of apoptotic process::GO:0043066	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	TER94::FlyBase:FBgn0261014_in 1 to 1 orthology relationship with_Vcp::MGI:99919	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	Vcp::MGI:99919_enables_identical protein binding::GO:0042802	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_sgg::FlyBase:FBgn0003371	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	is part of	Gsk3b::MGI:1861437_is part of_axon::GO:0030424	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	female sterile::FBcv:0000366_has phenotype_beta4GalNAcTA::FlyBase:FBgn0027538	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	beta4GalNAcTA::FlyBase:FBgn0027538_in 1 to 1 orthology relationship with_B4GALT1::NCBIGene:2683	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	is part of	B4GALT1::NCBIGene:2683_is part of_brush border membrane::GO:0031526	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	is part of	brush border membrane::GO:0031526_is part of_AQP1::NCBIGene:358	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	male sterile::FBcv:0000370_has phenotype_beta4GalNAcTA::FlyBase:FBgn0027538	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	is part of	B4GALT1::NCBIGene:2683_is part of_basolateral plasma membrane::GO:0016323	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	Source	Passive transport by Aquaporins::REACT:R-HSA-432047_Source_AQP1::NCBIGene:358	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	JUN::NCBIGene:3725_enables_identical protein binding::GO:0042802	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_Ubi-p5E::FlyBase:FBgn0086558	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	Ubi-p5E::FlyBase:FBgn0086558_in 1 to 1 orthology relationship with_UBC::NCBIGene:7316	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	UBC::NCBIGene:7316_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	Gsk3b::RGD:70982_None_cellular response to mechanical stimulus::GO:0071260	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	wing vein phenotype::FBbt:00004751PHENOTYPE_has phenotype_Hcf::FlyBase:FBgn0039904	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_partially lethal - majority live::FBcv:0000350	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	partially lethal - majority live::FBcv:0000350_has phenotype_beta4GalNAcTA::FlyBase:FBgn0027538	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE_has phenotype_TER94::FlyBase:FBgn0261014	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	Jun::MGI:96646_involved in_response to drug::GO:0042493	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	response to drug::GO:0042493_involved in_AQP1::NCBIGene:358	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	Jun::MGI:96646_None_positive regulation of fibroblast proliferation::GO:0048146	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	Hcfc1::MGI:105942_enables_identical protein binding::GO:0042802	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	Jun::MGI:96646_enables_identical protein binding::GO:0042802	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	sgg::FlyBase:FBgn0003371_in 1 to 1 orthology relationship with_GSK3B::NCBIGene:2932	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	GSK3B::NCBIGene:2932_involved in_negative regulation of apoptotic process::GO:0043066	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	JUN::NCBIGene:3725_involved in_response to drug::GO:0042493	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	developmental rate defective::FBcv:0000450_has phenotype_AQP::FlyBase:FBgn0033807	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	AQP12A::NCBIGene:375318_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	male sterile::FBcv:0000370_has phenotype_RpS27A::FlyBase:FBgn0003942	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	HCFC1::NCBIGene:3054_enables_identical protein binding::GO:0042802	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	AQP12A::NCBIGene:375318_involved in_Aquaporin-mediated transport::REACT:R-HSA-445717	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	Aquaporin-mediated transport::REACT:R-HSA-445717_involved in_AQP1::NCBIGene:358	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	partially lethal - majority die::FBcv:0000352_has phenotype_Hcf::FlyBase:FBgn0039904	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	female sterile::FBcv:0000366_has phenotype_bchs::FlyBase:FBgn0043362	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	male sterile::FBcv:0000370_has phenotype_sinah::FlyBase:FBgn0259794	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	sinah::FlyBase:FBgn0259794_in 1 to 1 orthology relationship with_Siah1a::MGI:108064	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	Siah1a::MGI:108064_enables_identical protein binding::GO:0042802	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	Traf2::MGI:101835_in 1 to 1 orthology relationship with_Traf2::RGD:1310457	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	Traf2::RGD:1310457_None_cellular response to nitric oxide::GO:0071732	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	lethal - all die before end of P-stage::FBcv:0002000_has phenotype_TER94::FlyBase:FBgn0261014	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	Jun::MGI:96646_involved in_positive regulation of fibroblast proliferation::GO:0048146	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	Jra::FlyBase:FBgn0001291_in 1 to 1 orthology relationship with_jun::ZFIN:ZDB-GENE-030131-7859	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	jun::ZFIN:ZDB-GENE-030131-7859_involved in_response to drug::GO:0042493	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	sinah::FlyBase:FBgn0259794_in 1 to 1 orthology relationship with_SIAH1::NCBIGene:6477	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	SIAH1::NCBIGene:6477_enables_identical protein binding::GO:0042802	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	Jun::MGI:96646_None_positive regulation of epithelial cell migration::GO:0010634	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	male sterile::FBcv:0000370_has phenotype_Rpt2::FlyBase:FBgn0015282	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	Rpt2::FlyBase:FBgn0015282_in 1 to 1 orthology relationship with_PSMC1::NCBIGene:5700	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	PSMC1::NCBIGene:5700_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	short lived::FBcv:0000385_has phenotype_RpS27A::FlyBase:FBgn0003942	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	Abnormality of cell physiology::HP:0011017_has phenotype_App::MGI:88059	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	App::MGI:88059_in 1 to 1 orthology relationship with_App::RGD:2139	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	None	App::RGD:2139_None_cellular response to cAMP::GO:0071320	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	cellular response to cAMP::GO:0071320_involved in_AQP1::NCBIGene:358	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	enables	TRAF2::NCBIGene:7186_enables_identical protein binding::GO:0042802	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	has phenotype	partially lethal - majority die::FBcv:0000352_has phenotype_RpL40::FlyBase:FBgn0003941	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	in 1 to 1 orthology relationship with	RpL40::FlyBase:FBgn0003941_in 1 to 1 orthology relationship with_UBA52::NCBIGene:7311	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	UBA52::NCBIGene:7311_involved in_negative regulation of apoptotic process::GO:0043066	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	involved in	UBA52::NCBIGene:7311_involved in_Transmembrane transport of small molecules::REACT:R-HSA-382551	4
NGLY1::NCBIGene:55768	Aqp1::NCBIGene:11826	0	NA	NA
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	656	in 1 to 1 orthology relationship with	NGLY1::NCBIGene:55768_in 1 to 1 orthology relationship with_Pngl::FlyBase:FBgn0033050	652
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	656	has phenotype	Pngl::FlyBase:FBgn0033050_has phenotype_short lived::FBcv:0000385	52
