source	target	number_of_paths	node_type	node_value	node_count
NCBIGene:55768	NCBIGene:64772	72	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:55768	NCBIGene:64772	72	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:55768	NCBIGene:64772	72	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:55768	NCBIGene:64772	72	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:55768	NCBIGene:64772	72	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:55768	NCBIGene:64772	72	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:55768	NCBIGene:64772	72	pheno	Leukopenia::HP:0001882	16
NCBIGene:55768	NCBIGene:64772	72	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:55768	NCBIGene:64772	72	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp11::MGI:1913583	1040
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp2::MGI:1096865	304
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp3::MGI:1333777	160
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp1::MGI:103201	96
NCBIGene:55768	NCBIGene:360	404	ortho	Cav1::MGI:102709	32
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp8::MGI:1195271	40
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp7::MGI:1314647	72
NCBIGene:55768	NCBIGene:360	404	ortho	Aqp4::MGI:107387	152
NCBIGene:55768	NCBIGene:360	404	ortho	Psmc1::MGI:106054	8
NCBIGene:55768	NCBIGene:360	404	ortho	Egfr::MGI:95294	72
NCBIGene:55768	NCBIGene:360	404	ortho	Avp::MGI:88121	72
NCBIGene:55768	NCBIGene:360	404	ortho	Vcp::MGI:99919	8
NCBIGene:55768	NCBIGene:360	404	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:55768	NCBIGene:360	404	ortho	Nfe2l2::MGI:108420	16
NCBIGene:55768	NCBIGene:360	404	pheno	premature death::MP:0002083	96
NCBIGene:55768	NCBIGene:360	404	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:55768	NCBIGene:360	404	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:55768	NCBIGene:360	404	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:55768	NCBIGene:360	404	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:55768	NCBIGene:360	404	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:55768	NCBIGene:360	404	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:55768	NCBIGene:360	404	pheno	Leukopenia::HP:0001882	16
NCBIGene:55768	NCBIGene:360	404	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:55768	NCBIGene:360	404	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp11::MGI:1913583	1040
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp2::MGI:1096865	304
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp3::MGI:1333777	160
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp1::MGI:103201	96
NCBIGene:55768	NCBIGene:282679	356	ortho	Cav1::MGI:102709	32
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp8::MGI:1195271	40
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp7::MGI:1314647	72
NCBIGene:55768	NCBIGene:282679	356	ortho	Aqp4::MGI:107387	152
NCBIGene:55768	NCBIGene:282679	356	ortho	Psmc1::MGI:106054	8
NCBIGene:55768	NCBIGene:282679	356	ortho	Egfr::MGI:95294	72
NCBIGene:55768	NCBIGene:282679	356	ortho	Avp::MGI:88121	72
NCBIGene:55768	NCBIGene:282679	356	ortho	Vcp::MGI:99919	8
NCBIGene:55768	NCBIGene:282679	356	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:55768	NCBIGene:282679	356	ortho	Nfe2l2::MGI:108420	16
NCBIGene:55768	NCBIGene:282679	356	pheno	premature death::MP:0002083	96
NCBIGene:55768	NCBIGene:282679	356	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:55768	NCBIGene:282679	356	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:55768	NCBIGene:282679	356	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:55768	NCBIGene:282679	356	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:55768	NCBIGene:282679	356	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:55768	NCBIGene:282679	356	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:55768	NCBIGene:282679	356	pheno	Leukopenia::HP:0001882	16
NCBIGene:55768	NCBIGene:282679	356	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:55768	NCBIGene:282679	356	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp11::MGI:1913583	1040
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp2::MGI:1096865	304
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp3::MGI:1333777	160
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp1::MGI:103201	96
NCBIGene:358	NCBIGene:55768	16	ortho	Cav1::MGI:102709	32
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp8::MGI:1195271	40
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp7::MGI:1314647	72
NCBIGene:358	NCBIGene:55768	16	ortho	Aqp4::MGI:107387	152
NCBIGene:358	NCBIGene:55768	16	ortho	Psmc1::MGI:106054	8
NCBIGene:358	NCBIGene:55768	16	ortho	Egfr::MGI:95294	72
NCBIGene:358	NCBIGene:55768	16	ortho	Avp::MGI:88121	72
NCBIGene:358	NCBIGene:55768	16	ortho	Vcp::MGI:99919	8
NCBIGene:358	NCBIGene:55768	16	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:358	NCBIGene:55768	16	ortho	Nfe2l2::MGI:108420	16
NCBIGene:358	NCBIGene:55768	16	pheno	premature death::MP:0002083	96
NCBIGene:358	NCBIGene:55768	16	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:358	NCBIGene:55768	16	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:358	NCBIGene:55768	16	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:358	NCBIGene:55768	16	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:358	NCBIGene:55768	16	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:358	NCBIGene:55768	16	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:358	NCBIGene:55768	16	pheno	Leukopenia::HP:0001882	16
NCBIGene:358	NCBIGene:55768	16	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:358	NCBIGene:55768	16	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:11826	0	NA	NA	0
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp11::MGI:1913583	1040
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp2::MGI:1096865	304
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp3::MGI:1333777	160
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp1::MGI:103201	96
NCBIGene:358	NCBIGene:4779	380	ortho	Cav1::MGI:102709	32
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp8::MGI:1195271	40
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp7::MGI:1314647	72
NCBIGene:358	NCBIGene:4779	380	ortho	Aqp4::MGI:107387	152
NCBIGene:358	NCBIGene:4779	380	ortho	Psmc1::MGI:106054	8
NCBIGene:358	NCBIGene:4779	380	ortho	Egfr::MGI:95294	72
NCBIGene:358	NCBIGene:4779	380	ortho	Avp::MGI:88121	72
NCBIGene:358	NCBIGene:4779	380	ortho	Vcp::MGI:99919	8
NCBIGene:358	NCBIGene:4779	380	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:358	NCBIGene:4779	380	ortho	Nfe2l2::MGI:108420	16
NCBIGene:358	NCBIGene:4779	380	pheno	premature death::MP:0002083	96
NCBIGene:358	NCBIGene:4779	380	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:358	NCBIGene:4779	380	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:358	NCBIGene:4779	380	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:358	NCBIGene:4779	380	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:358	NCBIGene:4779	380	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:358	NCBIGene:4779	380	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:358	NCBIGene:4779	380	pheno	Leukopenia::HP:0001882	16
NCBIGene:358	NCBIGene:4779	380	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:358	NCBIGene:4779	380	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp11::MGI:1913583	1040
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp2::MGI:1096865	304
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp3::MGI:1333777	160
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp1::MGI:103201	96
NCBIGene:358	NCBIGene:64772	12	ortho	Cav1::MGI:102709	32
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp8::MGI:1195271	40
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp7::MGI:1314647	72
NCBIGene:358	NCBIGene:64772	12	ortho	Aqp4::MGI:107387	152
NCBIGene:358	NCBIGene:64772	12	ortho	Psmc1::MGI:106054	8
NCBIGene:358	NCBIGene:64772	12	ortho	Egfr::MGI:95294	72
NCBIGene:358	NCBIGene:64772	12	ortho	Avp::MGI:88121	72
NCBIGene:358	NCBIGene:64772	12	ortho	Vcp::MGI:99919	8
NCBIGene:358	NCBIGene:64772	12	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:358	NCBIGene:64772	12	ortho	Nfe2l2::MGI:108420	16
NCBIGene:358	NCBIGene:64772	12	pheno	premature death::MP:0002083	96
NCBIGene:358	NCBIGene:64772	12	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:358	NCBIGene:64772	12	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:358	NCBIGene:64772	12	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:358	NCBIGene:64772	12	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:358	NCBIGene:64772	12	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:358	NCBIGene:64772	12	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:358	NCBIGene:64772	12	pheno	Leukopenia::HP:0001882	16
NCBIGene:358	NCBIGene:64772	12	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:358	NCBIGene:64772	12	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp11::MGI:1913583	1040
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp2::MGI:1096865	304
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp3::MGI:1333777	160
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp1::MGI:103201	96
NCBIGene:358	NCBIGene:360	1588	ortho	Cav1::MGI:102709	32
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp8::MGI:1195271	40
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp7::MGI:1314647	72
NCBIGene:358	NCBIGene:360	1588	ortho	Aqp4::MGI:107387	152
NCBIGene:358	NCBIGene:360	1588	ortho	Psmc1::MGI:106054	8
NCBIGene:358	NCBIGene:360	1588	ortho	Egfr::MGI:95294	72
NCBIGene:358	NCBIGene:360	1588	ortho	Avp::MGI:88121	72
NCBIGene:358	NCBIGene:360	1588	ortho	Vcp::MGI:99919	8
NCBIGene:358	NCBIGene:360	1588	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:358	NCBIGene:360	1588	ortho	Nfe2l2::MGI:108420	16
NCBIGene:358	NCBIGene:360	1588	pheno	premature death::MP:0002083	96
NCBIGene:358	NCBIGene:360	1588	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:358	NCBIGene:360	1588	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:358	NCBIGene:360	1588	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:358	NCBIGene:360	1588	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:358	NCBIGene:360	1588	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:358	NCBIGene:360	1588	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:358	NCBIGene:360	1588	pheno	Leukopenia::HP:0001882	16
NCBIGene:358	NCBIGene:360	1588	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:358	NCBIGene:360	1588	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp11::MGI:1913583	1040
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp2::MGI:1096865	304
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp3::MGI:1333777	160
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp1::MGI:103201	96
NCBIGene:358	NCBIGene:282679	636	ortho	Cav1::MGI:102709	32
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp8::MGI:1195271	40
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp7::MGI:1314647	72
NCBIGene:358	NCBIGene:282679	636	ortho	Aqp4::MGI:107387	152
NCBIGene:358	NCBIGene:282679	636	ortho	Psmc1::MGI:106054	8
NCBIGene:358	NCBIGene:282679	636	ortho	Egfr::MGI:95294	72
NCBIGene:358	NCBIGene:282679	636	ortho	Avp::MGI:88121	72
NCBIGene:358	NCBIGene:282679	636	ortho	Vcp::MGI:99919	8
NCBIGene:358	NCBIGene:282679	636	ortho	NFE2L2::NCBIGene:4780	8
NCBIGene:358	NCBIGene:282679	636	ortho	Nfe2l2::MGI:108420	16
NCBIGene:358	NCBIGene:282679	636	pheno	premature death::MP:0002083	96
NCBIGene:358	NCBIGene:282679	636	pheno	decreased urine osmolality::MP:0002988	324
NCBIGene:358	NCBIGene:282679	636	pheno	Increased blood urea nitrogen::HP:0003138	136
NCBIGene:358	NCBIGene:282679	636	pheno	postnatal lethality, complete penetrance::MP:0011085	136
NCBIGene:358	NCBIGene:282679	636	pheno	homeostasis/metabolism phenotype::MP:0005376	144
NCBIGene:358	NCBIGene:282679	636	pheno	decreased circulating glycerol level::MP:0003442	80
NCBIGene:358	NCBIGene:282679	636	pheno	Hypotriglyceridemia::HP:0012153	40
NCBIGene:358	NCBIGene:282679	636	pheno	Leukopenia::HP:0001882	16
NCBIGene:358	NCBIGene:282679	636	pheno	Elevated serum creatinine::HP:0003259	56
NCBIGene:358	NCBIGene:282679	636	pheno	abnormal hepatocyte morphology::MP:0000607	12
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:55768	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:358	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:4779	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:64772	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:360	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:11826	NCBIGene:282679	0	NA	NA	0
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp11::MGI:1913583	1040
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp2::MGI:1096865	304
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp3::MGI:1333777	160
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp1::MGI:103201	96
NCBIGene:4779	NCBIGene:55768	32	ortho	Cav1::MGI:102709	32
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp8::MGI:1195271	40
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp7::MGI:1314647	72
NCBIGene:4779	NCBIGene:55768	32	ortho	Aqp4::MGI:107387	152
